AT4G09420	13	NB-LRR	Immune	AT3G05020	Immune	AT2G28890	Immune	AT2G19080	Immune	AT1G77180	Immune	HARXL65	Immune	AT5G56950	Immune	AT4G39050	Immune	AT4G11890	Immune	AT4G02590	Immune	AT2G21380	Immune	AT1G31880	Immune	AT1G03040	Immune	AT1G20140
AT1G12290	12	NB-LRR	Immune	AT2G46860	Immune	AT2G42490	Immune	AT5G58720	Immune	AT5G56250	Immune	AT4G22250	Immune	AT4G19700	Immune	AT4G17220	Immune	AT3G51960	Immune	AT3G49580	Immune	AT3G25070	Immune	AT3G02150	Immune	AT1G01050
AT1G59780	5	NB-LRR	Immune	AT2G18300	Immune	AT4G02590	Immune	AT2G44950	Immune	AT1G18400	Immune	AT1G15720
AT3G46710	4	NB-LRR	Immune	AT5G01410	Immune	AT4G02590	Immune	AT1G22920	Immune	AT2G44950
AT1G59218	4	NB-LRR	Immune	AT3G53350	Immune	AT3G13720	Immune	AT1G55190	Immune	AT1G47260
AT1G52660	3	NB-LRR	Immune	AT3G15640	Immune	AT1G80230	Immune	AT4G25920
AT4G16860	3	NB-LRR	Immune	AT4G32190	Immune	AT1G27300	Immune	AT1G17380
AT1G61310	3	NB-LRR	Immune	AT3G47620	Immune	AT3G01670	Immune	AT1G76760
AT5G45490	3	NB-LRR	Immune	AT4G17220	Immune_AI1	AT3G23060	Immune_AI1	AT1G22920
AT1G56540	2	NB-LRR	Immune	AT1G68500	Immune	AT2G42790
AT1G58400	2	NB-LRR	Immune	AT2G30530	Immune	AT4G26450
AT1G58390	2	NB-LRR	Immune	AT2G41680	Immune	AT4G02590
AT5G43740	2	NB-LRR	Immune	AT5G22290	Immune	AT4G02590
AT1G31540	1	NB-LRR	Immune_AI1	AT3G47620
AT1G72920	1	NB-LRR	Immune	AT3G07270
AT1G66090	1	NB-LRR	Immune	AT5G56760
AT1G63860	1	NB-LRR	Immune	ATR13_group
AT1G33560	1	NB-LRR	Immune	AT5G22290
AT1G53350	1	NB-LRR	Immune	AT5G08080
AT3G14470	1	NB-LRR	Immune	AT4G02590
AT3G44670	1	NB-LRR	Immune	AT4G02150
AT1G62630	1	NB-LRR	Immune	AT3G47620
AT1G10920	1	NB-LRR	Immune	AT3G13720
AT1G56520	1	NB-LRR	Immune	AT1G69690
AT5G49140	1	NB-LRR	Immune	AT3G54230
AT5G66910	1	NB-LRR	Immune	AT3G27960
AT5G04720	1	NB-LRR	Immune	AT3G19860
AT4G11170	1	NB-LRR	Immune	AT3G07780
AT5G05400	1	NB-LRR	Immune	AT1G22920
AT5G43470	1	NB-LRR	Immune	AT1G47260