avrPto_group	13	Psy effector	Immune	AT5G60120	Immune	AT5G22355	Immune	AT4G11890	Immune	AT4G01920	Immune	AT3G63210	Immune	AT3G53410	Immune	AT3G48150	Immune	AT3G47620	Immune	AT2G04800	Immune	AT1G29990	Immune	AT1G22920	Immune	AT3G17860	Immune	AT2G35940
avrB_group	11	Psy effector	Immune	AT3G17410	Immune	AT2G47060	Immune	AT5G51910	Immune	AT4G17710	Immune	AT4G17680	Immune	AT3G49580	Immune	AT3G48150	Immune	AT1G14920	Immune	AT1G22920	Immune	AT3G51960	Immune	AT3G25070
HOPAB_group	9	Psy effector	Immune	AT5G59650	Immune	AT3G57720	Immune	AT5G59670	Immune	AT3G46370	Immune	AT5G06780	Immune	AT4G17680	Immune	AT4G11890	Immune	AT3G27960	Immune	AT4G08150
HOPR1_group	9	Psy effector	Immune	AT3G46940	Immune	AT3G49570	Immune	AT5G60120	Immune	AT4G34120	Immune	AT4G17680	Immune	AT3G49580	Immune	AT3G48550	Immune	AT3G02150	Immune	AT3G17860
avrC_group	8	Psy effector	Immune	AT4G02550	Immune	AT3G49570	Immune	AT5G51910	Immune	AT4G17680	Immune	AT3G49580	Immune	AT3G48150	Immune	AT1G22920	Immune	AT3G51960
HopBB1_Pmo M301020	6	Psy effector	Immune	AT5G60120	Immune	AT4G02590	Immune	AT3G47620	Immune	AT3G02150	Immune	AT1G69690	Immune	AT3G17860
HopBF1_Pla 107	5	Psy effector	Immune	AT5G20000	Immune	AT5G20030	Immune	AT5G19990	Immune	AT3G47620	Immune	AT1G22920
HopO1-2_Pto DC3000	4	Psy effector	Immune	AT5G16940	Immune	AT3G48150	Immune	AT3G07780	Immune	AT1G22920
HopP1_Pto DC3000	4	Psy effector	Immune	HopP1_Pto DC3000	Immune	HopP1_Pto DC3000	Immune	AT4G36540	Immune	AT1G22920
HopZ_group	4	Psy effector	Immune	AT5G24660	Immune	AT4G39050	Immune	AT3G11590	Immune	AT3G07780
HOPM1_group	3	Psy effector	Immune	HOPM1_group	Immune	HOPM1_group	Immune	AT3G11720
HOPF_group	3	Psy effector	Immune	AT2G04740	Immune	AT3G07780	Immune	AT1G22920
HOPD1_group	3	Psy effector	Immune	AT5G22290	Immune	AT4G35580	Immune	AT4G19030
AVRRPM1_group	3	Psy effector	Immune	AT3G49580	Immune	AT1G69690	Immune	AT1G22920
HOPAO1_group	3	Psy effector	Immune	AT1G24050	Immune	AT1G29990	Immune	AT1G22920
HOPV1_group	2	Psy effector	Immune	AT3G49570	Immune	AT3G49580
HOPG1_group	2	Psy effector	Immune	AT4G39050	Immune	AT3G49580
HopC1_Pto DC3000	2	Psy effector	Immune	AT4G39050	Immune	AT2G21380
HopAG1_Psy B728A	2	Psy effector	Immune	AT3G53350	Immune	AT3G11590
HopAT1_Pph 1448A	2	Psy effector	Immune	AT3G49580	Immune	AT1G22920
AvrPto5_Pma M4a	2	Psy effector	Immune	AT3G47620	Immune	AT1G22920
HOPAF1_group	1	Psy effector	Immune	AT4G38800
AvrRps4_Pph 1448A	1	Psy effector	Immune	AT4G11070
HopA1_Pto DC3000	1	Psy effector	Immune	AT2G28890
HopX_group	1	Psy effector	Immune	AT5G13810
HopF3_Pmp 19322	1	Psy effector	Immune	AT3G49580
HOPQ1-1_group	1	Psy effector	Immune	AT2G39760
HOPAR1_group	1	Psy effector	Immune	AT1G22920
HOPH1_group	1	Psy effector	Immune	AT5G43700
AVRRPT2_group	1	Psy effector	Immune	AT4G00710